,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
539,Ascot Vale,2/127 Epsom Rd,2,u,610000,SP,Brad,16/04/2016,5.9,3032,2,1,1,301,104,1995,Moonee Valley,-37.7791,144.914,Western Metropolitan,6567
540,Ascot Vale,57 The Parade,3,h,940000,S,Nelson,16/04/2016,5.9,3032,3,3,1,491,127,1950,Moonee Valley,-37.7727,144.9136,Western Metropolitan,6567
541,Ascot Vale,62 Mirams St,3,h,890000,SP,Brad,16/07/2016,5.9,3032,3,1,1,242,110,1920,Moonee Valley,-37.7765,144.9114,Western Metropolitan,6567
543,Ascot Vale,67 Hurtle St,3,h,1180000,SP,Brad,17/09/2016,5.9,3032,3,2,2,617,149,1930,Moonee Valley,-37.7742,144.906,Western Metropolitan,6567
544,Ascot Vale,95 Walter St,4,h,1480000,S,Raine,17/09/2016,5.9,3032,4,2,2,597,180,1939,Moonee Valley,-37.7757,144.9088,Western Metropolitan,6567
548,Ascot Vale,3/8 Walter St,2,t,865000,SP,Nelson,18/03/2017,5.9,3032,2,2,1,146,132,2015,Moonee Valley,-37.7713,144.9038,Western Metropolitan,6567
552,Ascot Vale,21A Geddes St,3,h,1037500,S,Alexkarbon,19/11/2016,5.9,3032,3,1,2,506,110,1920,Moonee Valley,-37.7779,144.9133,Western Metropolitan,6567
553,Ascot Vale,1/20 Newsom St,3,t,1050000,S,Jellis,19/11/2016,5.9,3032,3,2,2,318,160,2013,Moonee Valley,-37.7744,144.9035,Western Metropolitan,6567
557,Ascot Vale,43 Bloomfield Rd,4,h,1430000,S,Nelson,22/05/2016,5.9,3032,4,2,0,418,158,1900,Moonee Valley,-37.7766,144.9187,Western Metropolitan,6567
564,Ascot Vale,21 Middle St,3,h,1130000,S,Nelson,23/04/2016,5.9,3032,3,2,1,272,157,1900,Moonee Valley,-37.7774,144.928,Western Metropolitan,6567
565,Ascot Vale,78 Francis St,3,h,1135000,S,Brad,24/09/2016,5.9,3032,3,1,1,296,104,1910,Moonee Valley,-37.777,144.9176,Western Metropolitan,6567
566,Ascot Vale,25 Geddes St,4,h,950000,PI,Nelson,24/09/2016,5.9,3032,4,2,1,298,147,1920,Moonee Valley,-37.7778,144.9131,Western Metropolitan,6567
569,Ascot Vale,18/54 Epsom Rd,2,u,390000,PI,Jellis,25/02/2017,5.9,3032,2,1,1,1957,69,2012,Moonee Valley,-37.7731,144.9074,Western Metropolitan,6567
570,Ascot Vale,15 Mirams St,4,h,1345000,S,Jellis,25/02/2017,5.9,3032,4,1,1,552,155,1920,Moonee Valley,-37.7769,144.9138,Western Metropolitan,6567
572,Ascot Vale,44 Walter St,3,h,1381500,S,Barry,25/02/2017,5.9,3032,3,2,2,416,168,1900,Moonee Valley,-37.7727,144.9055,Western Metropolitan,6567
573,Ascot Vale,25 Dalgety Dr,3,h,940000,S,Jellis,26/07/2016,5.9,3032,3,2,2,285,172,2011,Moonee Valley,-37.7778,144.9061,Western Metropolitan,6567
574,Ascot Vale,7 Dalgety Dr,3,h,995000,S,Nelson,26/07/2016,5.9,3032,3,2,1,314,177,2010,Moonee Valley,-37.7778,144.9042,Western Metropolitan,6567
576,Ascot Vale,6 Waller Ct,3,h,786000,S,Brad,26/07/2016,5.9,3032,3,2,1,576,120,1940,Moonee Valley,-37.7816,144.9217,Western Metropolitan,6567
577,Ascot Vale,17 Ascot St,2,h,705000,PI,Nelson,27/06/2016,5.9,3032,2,1,3,252,108,1910,Moonee Valley,-37.7825,144.9206,Western Metropolitan,6567
579,Ascot Vale,73 Kent St,2,h,760000,PI,Nelson,27/06/2016,5.9,3032,2,1,1,124,77,1900,Moonee Valley,-37.7807,144.9285,Western Metropolitan,6567
582,Ascot Vale,1 East St,3,t,1000000,S,Nelson,27/11/2016,5.9,3032,3,2,2,200,144,2003,Moonee Valley,-37.7766,144.9277,Western Metropolitan,6567
587,Ascot Vale,1 Bloomfield Rd,3,h,1305000,S,Barry,28/05/2016,5.9,3032,2,1,1,278,166,1900,Moonee Valley,-37.7768,144.9223,Western Metropolitan,6567
590,Ascot Vale,58 Bloomfield Rd,3,h,1215000,S,Stockdale,28/08/2016,5.9,3032,3,1,1,452,175,1960,Moonee Valley,-37.7762,144.9174,Western Metropolitan,6567
591,Ascot Vale,1/91 Epsom Rd,2,u,545000,S,Nelson,28/08/2016,5.9,3032,2,1,2,194,71,1900,Moonee Valley,-37.7772,144.9118,Western Metropolitan,6567
594,Ascot Vale,5 Doncaster St,4,h,1705000,S,Jellis,30/07/2016,5.9,3032,4,2,4,598,273,2012,Moonee Valley,-37.7774,144.9104,Western Metropolitan,6567
597,Ashburton,61 Dent St,4,h,2650000,S,Marshall,3/9/16,11,3147,4,3,2,753,399,2015,Boroondara,-37.8669,145.0767,Southern Metropolitan,3052
599,Ashburton,69 Albion Rd,3,h,1670000,S,Jellis,3/12/16,11,3147,3,2,2,599,220,1930,Boroondara,-37.8673,145.0688,Southern Metropolitan,3052
601,Ashburton,3/39 Solway St,3,t,2050000,S,Fletchers,3/12/16,11,3147,3,3,4,310,315,2014,Boroondara,-37.874,145.0714,Southern Metropolitan,3052
607,Ashburton,3 Dunlop St,3,h,1555000,S,Jellis,4/6/16,11,3147,3,2,2,731,149,1935,Boroondara,-37.8666,145.0676,Southern Metropolitan,3052
614,Ashburton,16a Nicholas St,3,h,1100000,PI,Marshall,8/10/16,11,3147,3,3,2,276,178,2004,Boroondara,-37.8699,145.0778,Southern Metropolitan,3052
615,Ashburton,5 Nicholas St,3,h,1337000,S,Buxton,8/10/16,11,3147,3,1,2,583,112,1950,Boroondara,-37.8685,145.0786,Southern Metropolitan,3052
616,Ashburton,115 Ashburn Gr,8,h,2950000,S,hockingstuart,10/9/16,11,3147,9,7,4,1472,618,2009,Boroondara,-37.8729,145.0788,Southern Metropolitan,3052
619,Ashburton,1/1 Nairn St,3,h,1518000,S,Jellis,10/9/16,11,3147,3,2,2,516,145,1920,Boroondara,-37.8675,145.0668,Southern Metropolitan,3052
620,Ashburton,9 Gona Ct,3,h,1710000,S,hockingstuart,10/12/16,11,3147,3,1,2,806,101,1950,Boroondara,-37.8695,145.084,Southern Metropolitan,3052
623,Ashburton,45 Yuile St,3,h,1655000,S,Jellis,10/12/16,11,3147,3,1,3,780,152,1940,Boroondara,-37.8599,145.0815,Southern Metropolitan,3052
628,Ashburton,47 Yuile St,4,h,1550000,VB,Marshall,12/11/16,11,3147,4,2,2,780,180,1938,Boroondara,-37.86,145.0817,Southern Metropolitan,3052
630,Ashburton,6a Glen Rd,3,h,1662000,S,Jellis,14/05/2016,11,3147,3,2,2,351,228,2006,Boroondara,-37.8742,145.07,Southern Metropolitan,3052
632,Ashburton,18 Glen Rd,3,h,1665000,S,Jellis,15/10/2016,11,3147,3,2,3,702,145,1945,Boroondara,-37.8737,145.0695,Southern Metropolitan,3052
642,Ashburton,29A Yuile St,5,h,3510000,S,Jellis,18/03/2017,11,3147,5,5,2,755,444,2015,Boroondara,-37.8598,145.0796,Southern Metropolitan,3052
646,Ashburton,2/17 Ashburn Gr,3,t,900000,S,Jellis,19/11/2016,11,3147,3,2,2,153,110,1990,Boroondara,-37.8655,145.0808,Southern Metropolitan,3052
650,Ashburton,15 Comas Gr,5,h,2752000,S,Jellis,22/08/2016,11,3147,6,4,2,1075,390,2010,Boroondara,-37.8714,145.073,Southern Metropolitan,3052
654,Ashburton,3 Mustang Ct,3,h,1500000,VB,Jellis,22/08/2016,11,3147,3,2,2,710,139,1945,Boroondara,-37.8653,145.0897,Southern Metropolitan,3052
659,Ashburton,63 Dent St,4,h,1800000,S,Jellis,25/02/2017,11,3147,4,2,4,749,206,1950,Boroondara,-37.8669,145.077,Southern Metropolitan,3052
663,Ashburton,4 Vears Rd,3,h,1830000,S,Jellis,25/02/2017,11,3147,3,2,3,724,168,1940,Boroondara,-37.8619,145.0879,Southern Metropolitan,3052
665,Ashburton,14 Lucerne St,3,h,1415000,S,Buxton,27/06/2016,11,3147,3,1,1,605,111,1950,Boroondara,-37.8703,145.0774,Southern Metropolitan,3052
666,Ashburton,5 Pitt St,2,h,1440000,PI,Jellis,27/06/2016,11,3147,2,1,1,687,104,1940,Boroondara,-37.872,145.0692,Southern Metropolitan,3052
667,Ashburton,1/65 Ashburn Gr,4,t,1250000,VB,Noel,27/11/2016,11,3147,4,2,2,321,199,2007,Boroondara,-37.8693,145.08,Southern Metropolitan,3052
669,Ashburton,48 Nicholas St,5,h,1600000,S,Marshall,27/11/2016,11,3147,5,3,4,700,266,1950,Boroondara,-37.8724,145.0758,Southern Metropolitan,3052
670,Ashburton,5 Taylor St,4,h,1860000,S,Jellis,27/11/2016,11,3147,4,2,3,696,274,2000,Boroondara,-37.8711,145.0746,Southern Metropolitan,3052
673,Ashburton,33 Highgate Gr,4,h,1790000,PI,hockingstuart,28/05/2016,11,3147,4,2,2,514,240,1935,Boroondara,-37.8664,145.0772,Southern Metropolitan,3052
674,Ashburton,9 Pitt St,4,h,1950000,S,Tim,28/05/2016,11,3147,4,2,2,844,278,1940,Boroondara,-37.8715,145.0688,Southern Metropolitan,3052
677,Ashburton,19 Poulter St,3,h,1650000,S,Marshall,28/08/2016,11,3147,3,1,1,697,164,1947,Boroondara,-37.8636,145.0903,Southern Metropolitan,3052
685,Ashwood,1/53 Winbirra Pde,4,h,1200000,SP,Purplebricks,4/3/17,12.2,3147,4,3,2,372,201,2016,Monash,-37.8716,145.0999,Southern Metropolitan,2894
686,Ashwood,18 Montrose St,2,h,1075000,VB,Jellis,4/6/16,12.2,3147,2,1,2,695,114,1950,Monash,-37.8694,145.0944,Southern Metropolitan,2894
688,Ashwood,4 Scenic Dr,4,h,1500000,S,Fletchers,6/8/16,12.2,3147,2,2,2,621,203,2000,Monash,-37.8647,145.1023,Southern Metropolitan,2894
690,Ashwood,1/7 Farmer St,2,t,700000,S,hockingstuart,7/11/16,12.2,3147,2,1,2,367,110,1970,Monash,-37.8662,145.109,Southern Metropolitan,2894
691,Ashwood,1/136 High Street Rd,3,h,761000,PI,Fletchers,7/11/16,12.2,3147,3,2,4,400,94,1950,Monash,-37.8675,145.106,Southern Metropolitan,2894
694,Ashwood,35 Douglas St,3,h,1365000,S,Fletchers,10/9/16,12.2,3147,3,1,1,792,792,1950,Monash,-37.864,145.0972,Southern Metropolitan,2894
695,Ashwood,95 Huntingdale Rd,4,h,1100000,VB,Tim,10/12/16,12.2,3147,3,2,2,803,152,1970,Monash,-37.8621,145.1126,Southern Metropolitan,2894
702,Ashwood,1/7 Murra Ct,2,u,690000,S,Ray,14/05/2016,12.2,3147,2,1,1,216,90,2003,Monash,-37.8711,145.1017,Southern Metropolitan,2894
703,Ashwood,58 Ashwood Dr,3,h,1631000,S,Jellis,15/10/2016,12.2,3147,3,2,3,782,215,1950,Monash,-37.8621,145.1021,Southern Metropolitan,2894
705,Ashwood,3 Harold St,4,h,1500000,S,Buxton,15/10/2016,12.2,3147,4,2,1,593,255,1930,Monash,-37.8655,145.096,Southern Metropolitan,2894
710,Ashwood,16 Scenic Dr,5,h,1529500,S,Buxton,17/09/2016,12.2,3147,5,3,2,585,317,2000,Monash,-37.8637,145.1024,Southern Metropolitan,2894
714,Ashwood,4/36 Queens Pde,2,u,600000,S,Noel,18/03/2017,12.2,3147,2,1,1,153,80,1970,Monash,-37.8696,145.0962,Southern Metropolitan,2894
722,Ashwood,17 Parkhill Dr,4,h,1240000,S,Tim,19/11/2016,12.2,3147,4,2,2,766,192,1950,Monash,-37.8629,145.1097,Southern Metropolitan,2894
724,Ashwood,2/6 Murra Ct,2,u,700000,S,hockingstuart,22/08/2016,12.2,3147,2,1,2,192,88,2007,Monash,-37.8709,145.102,Southern Metropolitan,2894
730,Ashwood,4 Teck St,2,h,1110000,S,Fletchers,24/09/2016,12.2,3147,2,1,1,586,86,1950,Monash,-37.8683,145.1082,Southern Metropolitan,2894
731,Ashwood,14 Ashwood Dr,3,h,1305000,S,Jellis,25/02/2017,12.2,3147,3,1,1,760,120,1960,Monash,-37.858,145.1038,Southern Metropolitan,2894
733,Ashwood,1/2 Condah Ct,3,h,855000,S,Noel,25/02/2017,12.2,3147,3,2,1,320,85,1958,Monash,-37.87,145.1103,Southern Metropolitan,2894
739,Ashwood,1/16 Raymond St,3,t,900500,S,Jellis,27/11/2016,12.2,3147,3,2,2,256,134,2012,Monash,-37.8655,145.1096,Southern Metropolitan,2894
743,Ashwood,4 Newbury Ct,3,h,1200000,VB,Buxton,28/05/2016,12.2,3147,3,2,2,839,198,1970,Monash,-37.8614,145.1098,Southern Metropolitan,2894
745,Ashwood,2/53 Salisbury Rd,3,t,830000,S,Barry,28/08/2016,12.2,3147,2,1,2,212,130,2012,Monash,-37.8723,145.1089,Southern Metropolitan,2894
748,Avondale Heights,8 Norma Ct,3,h,850000,S,Moonee,3/9/16,10.5,3034,3,1,1,593,118,1970,Moonee Valley,-37.7677,144.8674,Western Metropolitan,4502
750,Avondale Heights,157 Canning St,3,t,851000,S,Nelson,3/12/16,10.5,3034,3,3,1,557,181,2017,Moonee Valley,-37.77,144.8572,Western Metropolitan,4502
754,Avondale Heights,2 Arbor Tce,4,h,1155000,S,Nelson,4/6/16,10.5,3034,3,2,2,569,225,2008,Moonee Valley,-37.7654,144.8655,Western Metropolitan,4502
760,Avondale Heights,68 Thompson St,3,h,680000,S,Nelson,6/8/16,10.5,3034,3,1,2,570,120,1970,Moonee Valley,-37.7591,144.8542,Western Metropolitan,4502
765,Avondale Heights,97 Military Rd,3,h,627500,SP,Moonee,8/10/16,10.5,3034,3,1,1,550,143,1970,Moonee Valley,-37.7632,144.8622,Western Metropolitan,4502
769,Avondale Heights,3 Clive Ct,4,h,950000,S,Moonee,10/12/16,10.5,3034,4,3,3,761,281,1970,Moonee Valley,-37.7524,144.8714,Western Metropolitan,4502
789,Avondale Heights,8 Herbert St,3,h,705000,S,Nelson,22/05/2016,10.5,3034,3,1,1,581,106,1960,Moonee Valley,-37.7691,144.8575,Western Metropolitan,4502
790,Avondale Heights,2 Hillman Ct,4,h,1100000,VB,Brad,22/05/2016,10.5,3034,4,3,2,873,395,1992,Moonee Valley,-37.7609,144.8639,Western Metropolitan,4502
792,Avondale Heights,20 Westminster Dr,3,h,892500,S,Nelson,22/05/2016,10.5,3034,3,1,1,586,118,1965,Moonee Valley,-37.7642,144.8603,Western Metropolitan,4502
797,Avondale Heights,1/24 Bordeaux St,2,h,522500,S,Nelson,24/09/2016,10.5,3034,2,1,1,220,101,1995,Moonee Valley,-37.756,144.8641,Western Metropolitan,4502
799,Avondale Heights,72 Military Rd,4,h,680000,PI,Nelson,24/09/2016,10.5,3034,4,2,2,554,140,1960,Moonee Valley,-37.7649,144.8633,Western Metropolitan,4502
803,Avondale Heights,2 Drake Ct,3,h,875000,S,Edward,25/02/2017,10.5,3034,3,1,3,812,117,1960,Moonee Valley,-37.765,144.8578,Western Metropolitan,4502
807,Avondale Heights,109 North Rd,4,h,762000,S,Nelson,26/07/2016,10.5,3034,4,2,2,589,150,1961,Moonee Valley,-37.7573,144.8534,Western Metropolitan,4502
815,Avondale Heights,10 Skewes St,3,h,805000,S,Nelson,27/11/2016,10.5,3034,3,2,2,593,103,1970,Moonee Valley,-37.7607,144.8581,Western Metropolitan,4502
818,Avondale Heights,43 Skewes St,3,h,634000,S,Nelson,28/05/2016,10.5,3034,4,2,1,582,153,1950,Moonee Valley,-37.7584,144.8568,Western Metropolitan,4502
823,Balaclava,18 Linton St,4,h,1819000,S,Gary,3/9/16,6.6,3183,3,2,1,244,180,1900,Port Phillip,-37.8668,144.9928,Southern Metropolitan,2952
827,Balaclava,1/34 Gourlay St,2,t,1015000,S,Gary,7/11/16,6.6,3183,2,1,2,114,120,2000,Port Phillip,-37.8723,144.9961,Southern Metropolitan,2952
835,Balaclava,6 Blenheim St,3,h,1193000,S,McGrath,18/06/2016,6.6,3183,3,1,1,178,100,1920,Port Phillip,-37.8663,144.9948,Southern Metropolitan,2952
839,Balaclava,1/17 Albion St,2,h,981000,S,Buxton,25/02/2017,6.6,3183,2,1,0,159,84,1930,Port Phillip,-37.874,144.9933,Southern Metropolitan,2952
840,Balaclava,10 Grosvenor St,3,h,1690000,S,McGrath,25/02/2017,6.6,3183,3,2,2,339,159,1890,Port Phillip,-37.872,144.9909,Southern Metropolitan,2952
842,Balaclava,3/33 Gourlay St,2,u,540000,VB,McGrath,27/06/2016,6.6,3183,2,1,1,483,51,1970,Port Phillip,-37.8727,144.9969,Southern Metropolitan,2952
847,Balwyn,166 Gordon St,2,h,2100000,S,Marshall,3/9/16,9.7,3103,2,1,1,659,123,1920,Boroondara,-37.8094,145.0807,Southern Metropolitan,5682
848,Balwyn,36 Narrak Rd,4,h,1800000,VB,Marshall,3/9/16,9.7,3103,4,2,2,715,218,1985,Boroondara,-37.811,145.0958,Southern Metropolitan,5682
849,Balwyn,2/16 Westminster St,2,t,1255000,S,Noel,3/9/16,9.7,3103,2,1,1,208,129,2000,Boroondara,-37.8128,145.0975,Southern Metropolitan,5682
850,Balwyn,2/74 Balwyn Rd,3,u,1070000,SA,Philip,3/12/16,9.7,3103,3,2,2,206,112,1998,Boroondara,-37.8161,145.0812,Southern Metropolitan,5682
853,Balwyn,112 Belmore Rd,5,h,2570000,PI,RT,3/12/16,9.7,3103,5,3,2,715,420,2009,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682
854,Balwyn,27 Bevan St,4,h,2400000,VB,RW,3/12/16,9.7,3103,4,2,2,744,226,1985,Boroondara,-37.8147,145.0748,Southern Metropolitan,5682
857,Balwyn,5/14 Parring Rd,2,u,806000,S,Noel,3/12/16,9.7,3103,2,1,1,122,97,1977,Boroondara,-37.8124,145.0916,Southern Metropolitan,5682
858,Balwyn,349 Union Rd,6,h,4000000,VB,Jellis,3/12/16,9.7,3103,6,4,7,2051,449,1935,Boroondara,-37.8051,145.1016,Southern Metropolitan,5682
860,Balwyn,22 Yongala St,5,h,2250000,PI,Noel,3/12/16,9.7,3103,5,3,2,600,356,2006,Boroondara,-37.8061,145.0801,Southern Metropolitan,5682
869,Balwyn,40 Metung St,5,h,2800000,VB,Marshall,4/6/16,9.7,3103,5,3,2,678,349,2001,Boroondara,-37.8048,145.0708,Southern Metropolitan,5682
874,Balwyn,142 Balwyn Rd,2,h,1850000,VB,Fletchers,6/8/16,9.7,3103,3,1,1,1015,166,1930,Boroondara,-37.8074,145.0826,Southern Metropolitan,5682
881,Balwyn,4/3 King St,3,h,700000,VB,Marshall,7/5/16,9.7,3103,3,1,1,188,110,1970,Boroondara,-37.8065,145.065,Southern Metropolitan,5682
884,Balwyn,3 Westminster St,3,h,2125000,SP,Jellis,7/5/16,9.7,3103,3,2,2,699,252,1985,Boroondara,-37.814,145.0966,Southern Metropolitan,5682
888,Balwyn,13 Naroo St,4,h,1800000,PI,Jellis,8/10/16,9.7,3103,3,2,2,577,200,1948,Boroondara,-37.8032,145.0693,Southern Metropolitan,5682
899,Balwyn,1/18 Belmore Rd,3,h,905000,S,Kay,10/12/16,9.7,3103,3,1,2,281,150,1995,Boroondara,-37.8013,145.0652,Southern Metropolitan,5682
900,Balwyn,316 Belmore Rd,4,h,1750000,PI,Ascend,10/12/16,9.7,3103,4,3,2,453,308,2016,Boroondara,-37.8044,145.1006,Southern Metropolitan,5682
901,Balwyn,11/22 Brenbeal St,2,t,760000,S,Christopher,10/12/16,9.7,3103,2,1,1,121,100,1960,Boroondara,-37.8112,145.0881,Southern Metropolitan,5682
904,Balwyn,3/3 Iramoo St,3,t,1367000,S,Jellis,10/12/16,9.7,3103,3,2,2,219,164,2003,Boroondara,-37.8125,145.0849,Southern Metropolitan,5682
910,Balwyn,2/8 Evelina St,4,t,1400000,PI,Noel,12/11/16,9.7,3103,4,3,2,241,240,2009,Boroondara,-37.8042,145.1042,Southern Metropolitan,5682
913,Balwyn,5 Millah Rd,4,h,3270000,S,Fletchers,12/11/16,9.7,3103,4,2,4,935,241,1927,Boroondara,-37.8157,145.0795,Southern Metropolitan,5682
916,Balwyn,6/10 Brenbeal St,2,u,625000,PI,Jellis,13/08/2016,9.7,3103,2,1,1,115,104,1960,Boroondara,-37.8122,145.0879,Southern Metropolitan,5682
924,Balwyn,38 Frederick St,4,h,2730000,S,RT,15/10/2016,9.7,3103,4,3,2,674,336,1997,Boroondara,-37.8068,145.0786,Southern Metropolitan,5682
932,Balwyn,3/94 Balwyn Rd,2,u,1053000,S,Fletchers,16/07/2016,9.7,3103,2,1,2,231,98,1985,Boroondara,-37.8123,145.0821,Southern Metropolitan,5682
935,Balwyn,1/32 Yerrin St,3,t,1472000,S,Noel,16/07/2016,9.7,3103,3,2,2,306,170,1995,Boroondara,-37.8106,145.0848,Southern Metropolitan,5682
940,Balwyn,5/95 Balwyn Rd,2,u,754000,PI,Marshall,18/03/2017,9.7,3103,2,1,1,87,88,1990,Boroondara,-37.8134,145.081,Southern Metropolitan,5682
954,Balwyn,29 Bevan St,4,h,2188000,S,Marshall,19/11/2016,9.7,3103,4,2,2,752,253,1981,Boroondara,-37.8149,145.0747,Southern Metropolitan,5682
955,Balwyn,2/30 Kalimna St,2,u,755000,PI,Noel,19/11/2016,9.7,3103,2,1,1,213,92,1980,Boroondara,-37.8092,145.0789,Southern Metropolitan,5682
961,Balwyn,262 Union Rd,4,h,3290000,S,Jellis,22/05/2016,9.7,3103,4,3,2,1007,350,1910,Boroondara,-37.8135,145.0995,Southern Metropolitan,5682
968,Balwyn,27 Metung St,4,h,2410000,S,Fletchers,24/09/2016,9.7,3103,4,2,1,685,207,1940,Boroondara,-37.8056,145.071,Southern Metropolitan,5682
981,Balwyn,26 Wills St,4,h,2000000,PI,hockingstuart,27/06/2016,9.7,3103,3,1,2,739,291,1930,Boroondara,-37.8039,145.0631,Southern Metropolitan,5682
982,Balwyn,165 Balwyn Rd,4,h,1900000,S,Mandy,27/11/2016,9.7,3103,4,2,1,665,155,1940,Boroondara,-37.8057,145.0825,Southern Metropolitan,5682
985,Balwyn,17 Knutsford St,3,h,3401000,S,Jellis,27/11/2016,9.7,3103,3,2,1,706,166,1930,Boroondara,-37.8161,145.0748,Southern Metropolitan,5682
987,Balwyn,47 Naroo St,3,h,1750000,VB,Jellis,27/11/2016,9.7,3103,3,2,3,613,193,1943,Boroondara,-37.8056,145.0688,Southern Metropolitan,5682
995,Balwyn,112 Belmore Rd,5,h,3020000,PI,Jellis,28/05/2016,9.7,3103,5,3,2,715,420,2009,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682
998,Balwyn,12 Wills St,5,h,2450000,S,Marshall,28/05/2016,9.7,3103,4,2,2,981,260,1960,Boroondara,-37.8058,145.0627,Southern Metropolitan,5682
1001,Balwyn,3/12 Brenbeal St,2,u,730000,S,hockingstuart,28/08/2016,9.7,3103,2,1,1,130,80,1960,Boroondara,-37.812,145.0876,Southern Metropolitan,5682
1005,Balwyn,321a Union Rd,3,h,1500000,SP,Noel,28/08/2016,9.7,3103,3,2,2,404,190,2011,Boroondara,-37.8075,145.1011,Southern Metropolitan,5682
1008,Balwyn,33 Power St,4,h,1700000,VB,Marshall,30/07/2016,9.7,3103,3,1,1,672,115,1935,Boroondara,-37.8099,145.0792,Southern Metropolitan,5682
1010,Balwyn North,3/41 Clifton St,3,t,1315000,S,hockingstuart,3/9/16,9.2,3104,3,2,2,260,167,2000,Boroondara,-37.7966,145.1021,Southern Metropolitan,7809
1011,Balwyn North,153 Doncaster Rd,3,h,1500000,PI,Jellis,3/9/16,9.2,3104,3,2,1,778,154,1950,Boroondara,-37.7939,145.0789,Southern Metropolitan,7809
1012,Balwyn North,19 Jacka St,4,h,3230000,S,Jellis,3/9/16,9.2,3104,4,4,3,1135,275,1960,Boroondara,-37.8014,145.0892,Southern Metropolitan,7809
1017,Balwyn North,25 Bolinda Rd,4,h,1905000,S,Noel,3/12/16,9.2,3104,4,2,2,647,185,1955,Boroondara,-37.7917,145.0868,Southern Metropolitan,7809
1018,Balwyn North,3 Dumblane St,5,h,3300000,PI,hockingstuart,3/12/16,9.2,3104,5,4,2,760,477,2015,Boroondara,-37.7907,145.0907,Southern Metropolitan,7809
1019,Balwyn North,30 Hood St,4,h,1900000,VB,Fletchers,3/12/16,9.2,3104,4,2,2,642,215,1955,Boroondara,-37.7988,145.0726,Southern Metropolitan,7809
1020,Balwyn North,36 Kenny St,3,h,2251000,S,Marshall,3/12/16,9.2,3104,3,1,2,888,137,1950,Boroondara,-37.8002,145.0949,Southern Metropolitan,7809
1024,Balwyn North,13 Riverview Rd,4,h,2205000,PI,RW,3/12/16,9.2,3104,4,2,2,750,214,1950,Boroondara,-37.7906,145.0788,Southern Metropolitan,7809
1025,Balwyn North,43 Sweyn St,3,h,1265000,S,hockingstuart,3/12/16,9.2,3104,3,2,1,347,160,2011,Boroondara,-37.7947,145.1035,Southern Metropolitan,7809
1029,Balwyn North,14 Kawarren St,4,h,1750000,S,Kay,4/3/17,9.2,3104,4,2,2,673,185,1960,Boroondara,-37.7856,145.0918,Southern Metropolitan,7809
1030,Balwyn North,88 Longview Rd,3,h,1450000,VB,Jellis,4/3/17,9.2,3104,3,1,2,665,124,1950,Boroondara,-37.7862,145.0781,Southern Metropolitan,7809
1031,Balwyn North,113 Maud St,4,h,2614000,S,Fletchers,4/3/17,9.2,3104,4,2,2,772,150,1955,Boroondara,-37.7959,145.0787,Southern Metropolitan,7809
1032,Balwyn North,6 Stuart Ct,4,h,1825000,S,Fletchers,4/3/17,9.2,3104,4,2,3,736,225,1958,Boroondara,-37.7944,145.1028,Southern Metropolitan,7809
1038,Balwyn North,325 Belmore Rd,5,h,3250000,PI,Jellis,6/8/16,9.2,3104,3,4,2,886,520,2013,Boroondara,-37.804,145.0951,Southern Metropolitan,7809
1041,Balwyn North,15 Ellendale St,3,t,1150000,S,Christopher,6/8/16,9.2,3104,3,2,1,207,144,2003,Boroondara,-37.7893,145.092,Southern Metropolitan,7809
1048,Balwyn North,30 Clifton St,4,h,1572000,S,hockingstuart,7/5/16,9.2,3104,4,2,2,662,330,1965,Boroondara,-37.798,145.1007,Southern Metropolitan,7809
1054,Balwyn North,108 Bulleen Rd,5,h,1750000,VB,Jellis,7/11/16,9.2,3104,5,3,2,705,365,2013,Boroondara,-37.7851,145.0775,Southern Metropolitan,7809
1055,Balwyn North,5 Carrington St,4,h,1850000,VB,Jellis,7/11/16,9.2,3104,4,2,2,619,254,1990,Boroondara,-37.8025,145.0843,Southern Metropolitan,7809
1059,Balwyn North,3 Clive Ct,4,h,2130000,PI,RW,8/10/16,9.2,3104,4,3,2,1274,275,1970,Boroondara,-37.7822,145.0907,Southern Metropolitan,7809
1061,Balwyn North,7 Page St,5,h,3690000,S,RW,8/10/16,9.2,3104,4,4,2,624,154,1967,Boroondara,-37.802,145.0797,Southern Metropolitan,7809
1065,Balwyn North,8 Cash St,4,h,1740000,VB,Jellis,10/9/16,9.2,3104,4,2,2,610,275,1993,Boroondara,-37.7843,145.0891,Southern Metropolitan,7809
1067,Balwyn North,7 Grieve St,4,h,2575000,PI,Jellis,10/9/16,9.2,3104,4,3,2,657,355,2006,Boroondara,-37.7981,145.0904,Southern Metropolitan,7809
1068,Balwyn North,39 Kawarren St,4,h,1388800,S,Jellis,10/9/16,9.2,3104,3,2,1,517,247,1970,Boroondara,-37.783,145.0926,Southern Metropolitan,7809
1070,Balwyn North,41 Helston St,4,h,1800000,VB,Fletchers/One,10/12/16,9.2,3104,4,2,4,587,165,1960,Boroondara,-37.7841,145.0953,Southern Metropolitan,7809
